Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P500912,FSRG,Marek Hanusch (ADM);Jana Kunicova;Naomi Mathenge,"Macroeconomics, Trade and Investment",AFE,Kenya,2024,PE,Actual,"&&Public Admin (32%)
&&Agriculture (13%)
&&Social Protection (19%)
&&Industry & Trade/Ser (12%)
&&Info & Communication (12%)
&&Transportation (12%)","&&Forestry (13%)
&&Central Government (19%)
&&Other Public Adminis (13%)
&&ICT Services (12%)
&&Social Protection (19%)
&&Urban Transport (6%)
&&Railways (6%)
&&Trade (6%)
&&Other Industry,Trade (6%)","&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management
&&FY17 - Social Development and Protection
&&FY17 - Urban and Rural Development
&&FY17 - Public Sector Management
&&FY17 - Economic Policy
&&FY17 - Private Sector Development","&&FY17 - Enterprise Development (13%)
&&FY17 - ICT (25%)
&&FY17 - Public Administration (25%)
&&FY17 - Labor Market Policy and Programs (13%)
&&FY17 - Fragility, Conflict and Violence (13%)
&&FY17 - Economic Growth and Planning (25%)
&&FY17 - Jobs (13%)
&&FY17 - Public Finance Management (13%)
&&FY17 - Business Enabling Environment (13%)
&&FY17 - Trade (13%)
&&FY17 - Climate change (42%)
&&FY17 - Environmental policies and institutions (13%)
&&FY17 - Disaster Risk Management (13%)
&&FY17 - Environmental Health and Pollution Management (13%)
&&FY17 - Renewable Natural Resources Asset Management (13%)
&&FY17 - Rural Development (13%)
&&FY17 - Urban Development (13%)
&&FY17 - Social Protection (13%)","&&FY17 - E-Government, incl. e-services (13%)
&&FY17 - Civil Registration and Identification (13%)
&&FY17 - Public Expenditure Management (13%)
&&FY17 - Transparency, Accountability and Good Governance (13%)
&&FY17 - ICT Solutions (25%)
&&FY17 - Global value chains (13%)
&&FY17 - Green Growth (25%)
&&FY17 - Trade Facilitation (13%)
&&FY17 - Investment and Business Climate (13%)
&&FY17 - Job Creation (13%)
&&FY17 - ICT Policies (13%)
&&FY17 - Social Safety Nets (13%)
&&FY17 - Labor Market Institutions (13%)
&&FY17 - Forced Displacement (13%)
&&FY17 - Public Transport (13%)
&&FY17 - Land Administration and Management (13%)
&&FY17 - Adaptation (8%)
&&FY17 - Forests Policies and institutions (13%)
&&FY17 - Air quality management (13%)
&&FY17 - Mitigation (35%)
&&FY17 - Flood and Drought Risk Management (13%)"
P162938,South Tarawa Water and Sanitation,Rebecca Gilsdorf (ADM);Christian Severin;Shona Fitzgerald,Water,EAP,Kiribati,2020,PE,Actual,&&Water/Sanit/Waste (100%),"&&Sanitation (26%)
&&Water Supply (74%)","&&FY17 - Social Development and Protection
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Social Inclusion (17%)
&&FY17 - Urban Development (72%)
&&FY17 - Rural Development (72%)
&&FY17 - Climate change (85%)
&&FY17 - Water Resource Management (28%)","&&FY17 - Participation and Civic Engagement (17%)
&&FY17 - Urban Water and Sanitation (72%)
&&FY17 - Rural Water and Sanitation (72%)
&&FY17 - Mitigation (7%)
&&FY17 - Adaptation (78%)
&&FY17 - Water Institutions, Policies and Reform (28%)"
P165821,Kiribati PROP,Iretomiwa Olatunji (ADM);Xavier Vincent;Aimee Hall,"Environment, Natural Resources & the Blue Economy",EAP,Kiribati,2020,PE,Actual,&&Agriculture (100%),"&&Fisheries (43%)
&&PA Agri,Fish&Forest (57%)","&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Social Inclusion (41%)
&&FY17 - Gender (41%)
&&FY17 - Climate change (36%)
&&FY17 - Renewable Natural Resources Asset Management (100%)","&&FY17 - Participation and Civic Engagement (41%)
&&FY17 - Adaptation (36%)
&&FY17 - Fisheries Policies and institutions (100%)
&&FY17 - Oceans (41%)
&&FY17 - Biodiversity (35%)"
P165838,KOITIIP,Anita Shrestha (ADM);Fiona Collin;Myint Kyaw,Transport,EAP,Kiribati,2020,PE,Actual,&&Transportation (100%),"&&PA Transportation (32%)
&&Rural and Inter-Urba (27%)
&&Ports/Waterways (41%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (87%)
&&FY17 - Gender (87%)
&&FY17 - Disaster Risk Management (100%)
&&FY17 - Climate change (42%)","&&FY17 - Job Creation (87%)
&&FY17 - Flood and Drought Risk Management (100%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (41%)"
P169179,Kiribati Inclusive Growth & Resilience 2,Kevin Chua (ADM);Virginia Ann Horscroft;Anna Elizabeth Robinson,"Macroeconomics, Trade and Investment",EAP,Kiribati,2021,PE,Actual,"&&Agriculture (17%)
&&Public Admin (50%)
&&Education (17%)
&&Water/Sanit/Waste (16%)","&&Fisheries (17%)
&&Central Government (50%)
&&Early Childhood Educ (17%)
&&Sanitation (8%)
&&Water Supply (8%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (17%)
&&FY17 - Public Finance Management (33%)
&&FY17 - Public Administration (17%)
&&FY17 - Gender (50%)
&&FY17 - Disease Control (20%)
&&FY17 - Education (17%)
&&FY17 - Urban Development (17%)
&&FY17 - Climate change (25%)
&&FY17 - Renewable Natural Resources Asset Management (17%)","&&FY17 - Job Creation (17%)
&&FY17 - Public Expenditure Management (33%)
&&FY17 - Public Assets and Investment Management (17%)
&&FY17 - Pandemic Response (20%)
&&FY17 - Access to Education (17%)
&&FY17 - Urban Water and Sanitation (17%)
&&FY17 - Adaptation (25%)
&&FY17 - Fisheries Policies and institutions (17%)"
P171380,PACSTAT-Kiribati,William Seitz (ADM);Taufik Indrakesuma,Poverty and Equity,EAP,Kiribati,2020,PE,Actual,&&Public Admin (100%),&&Central Government (100%),"&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender","&&FY17 - ICT (18%)
&&FY17 - Data Development and Capacity Building (100%)
&&FY17 - Gender (79%)","&&FY17 - ICT Solutions (18%)
&&FY17 - Data production, accessibility and use (83%)
&&FY17 - Institutional strengthening and capacity building (29%)"
P174219,COVID-19 Response Project,Wayne Irava (ADM),"Health, Nutrition & Population",EAP,Kiribati,2020,PE,Actual,&&Health (100%),"&&PA Health (16%)
&&Health (42%)
&&Health Facilit&Cons (42%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender","&&FY17 - ICT (41%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - ICT Solutions (41%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (75%)
&&FY17 - Health Finance (75%)"
P176108,Kiribati Digital Government,Toni Eliasz (ADM);Shivnesh Prasad,Digital Development,EAP,Kiribati,2022,PE,Actual,&&Info & Communication (100%),"&&PA Info Commu Tech (8%)
&&ICT Infrastructure (42%)
&&ICT Services (50%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (100%)
&&FY17 - Public Administration (58%)
&&FY17 - Social Inclusion (21%)
&&FY17 - Gender (42%)
&&FY17 - Disaster Risk Management (66%)
&&FY17 - Climate change (15%)","&&FY17 - ICT Solutions (100%)
&&FY17 - ICT Policies (25%)
&&FY17 - E-Government, incl. e-services (58%)
&&FY17 - Civil Registration and Identification (42%)
&&FY17 - Participation and Civic Engagement (21%)
&&FY17 - Disaster Preparedness (66%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (13%)"
P176306,Kiribati HSSP,Wayne Irava (ADM),"Health, Nutrition & Population",EAP,Kiribati,2022,PE,Actual,&&Health (100%),"&&PA Health (14%)
&&Health (45%)
&&Health Facilit&Cons (41%)","&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (31%)
&&FY17 - Gender (100%)
&&FY17 - Health Systems and Policies (100%)
&&FY17 - Disaster Risk Management (91%)
&&FY17 - Climate change (9%)","&&FY17 - ICT Solutions (31%)
&&FY17 - Health System Strengthening (48%)
&&FY17 - Health Service Delivery (100%)
&&FY17 - Disaster Preparedness (91%)
&&FY17 - Flood and Drought Risk Management (60%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (9%)"
P176478,South Tarawa Sanitation Project,Rebecca Gilsdorf (ADM);Christian Severin;Shona Fitzgerald,Water,EAP,Kiribati,2022,PE,Actual,&&Water/Sanit/Waste (100%),"&&Sanitation (62%)
&&PA Water, Sanitation (38%)","&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Gender (38%)
&&FY17 - Urban Development (100%)
&&FY17 - Rural Development (100%)
&&FY17 - Disaster Risk Management (33%)
&&FY17 - Climate change (50%)
&&FY17 - Water Resource Management (100%)","&&FY17 - Urban Water and Sanitation (100%)
&&FY17 - Rural Water and Sanitation (100%)
&&FY17 - Mitigation (19%)
&&FY17 - Adaptation (31%)
&&FY17 - Water Institutions, Policies and Reform (100%)"
P176702,Kiribati Resilience and Adaptation,Armando Guzman Escobar (ADM);Yarissa Sommer,"Urban, Resilience and Land",EAP,Kiribati,2022,PE,Actual,&&Public Admin (100%),&&Sub National Governm (100%),"&&FY17 - Economic Policy
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Economic Growth and Planning (49%)
&&FY17 - Gender (46%)
&&FY17 - Urban Development (100%)
&&FY17 - Disaster Risk Management (100%)
&&FY17 - Climate change (69%)","&&FY17 - Spatial Growth (49%)
&&FY17 - Urban Infrastructure and Service Delivery (100%)
&&FY17 - Urban Water and Sanitation (100%)
&&FY17 - Disaster Risk Reduction (100%)
&&FY17 - Flood and Drought Risk Management (62%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (69%)"
P177794,Kiribati First Resilient with a Cat DDO,Samuel Wills (ADM);Armando Guzman Escobar,"Macroeconomics, Trade and Investment",EAP,Kiribati,2024,PE,Actual,"&&Financial Sector (17%)
&&Public Admin (83%)","&&Central Government (33%)
&&Sub National Governm (17%)
&&Other Public Adminis (33%)
&&Banking Institutions (17%)","&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management
&&FY17 - Urban and Rural Development
&&FY17 - Public Sector Management
&&FY17 - Finance
&&FY17 - Economic Policy","&&FY17 - Climate change (20%)
&&FY17 - Renewable Natural Resources Asset Management (17%)
&&FY17 - Environmental Health and Pollution Management (17%)
&&FY17 - Environmental policies and institutions (17%)
&&FY17 - Disaster Risk Management (17%)
&&FY17 - Financial Infrastructure and Access (17%)
&&FY17 - Financial Stability (17%)
&&FY17 - Public Administration (33%)
&&FY17 - Public Finance Management (50%)
&&FY17 - Fiscal Policy (33%)
&&FY17 - Gender (17%)","&&FY17 - Biodiversity (17%)
&&FY17 - Oceans (17%)
&&FY17 - Adaptation (18%)
&&FY17 - Disaster Preparedness (17%)
&&FY17 - Flood and Drought Risk Management (17%)
&&FY17 - Disaster Risk Reduction (17%)
&&FY17 - Mitigation (2%)
&&FY17 - Financial Sector oversight and policy/banking regulation & restructuring (17%)
&&FY17 - State-owned Enterprise Reform and Privatization (33%)
&&FY17 - Tax policy (17%)
&&FY17 - Fiscal sustainability (17%)
&&FY17 - Domestic Revenue Administration (33%)
&&FY17 - Coastal Zone Management (17%)
&&FY17 - Water Pollution (17%)
&&FY17 - Disaster Response and Recovery (17%)
&&FY17 - Debt Management (17%)
&&FY17 - Financial inclusion (17%)
&&FY17 - Transparency, Accountability and Good Governance (17%)
&&FY17 - Public Expenditure Management (33%)
&&FY17 - Financial Sector Integrity (17%)"
P175749,PEMNA2 RETF,Quyen Vu (ADM);Ildrim Valley,Governance,EAP,"Korea, Republic of",2021,RE,Actual,&&Public Admin (100%),&&Central Government (100%),&&FY17 - Public Sector Management,&&FY17 - Public Finance Management (100%),&&FY17 - Public Expenditure Management (100%)
P165485,Municipalities for Youth in Kosovo,Murat Onur (ADM),Social Sustainability and Inclusion,ECA,Kosovo,2020,RE,Actual,&&Public Admin (100%),&&Sub National Governm (100%),"&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - Public Administration (38%)
&&FY17 - Social Inclusion (47%)
&&FY17 - Fragility, Conflict and Violence (19%)
&&FY17 - Gender (38%)","&&FY17 - Municipal Institution Building (38%)
&&FY17 - Indigenous People and Ethnic Minorities (19%)
&&FY17 - Other Excluded Groups (40%)
&&FY17 - Participation and Civic Engagement (40%)
&&FY17 - Conflict Prevention (19%)"
P169150,Kosovo FLOWS,Ahmed Abdelghany (ADM),Water,ECA,Kosovo,2020,PE,Actual,"&&Agriculture (11%)
&&Water/Sanit/Waste (89%)","&&Irrigation & drainag (11%)
&&Water Supply (71%)
&&PA Water, Sanitation (18%)","&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Disaster Risk Management (100%)
&&FY17 - Climate change (96%)
&&FY17 - Renewable Natural Resources Asset Management (100%)
&&FY17 - Water Resource Management (100%)","&&FY17 - Flood and Drought Risk Management (100%)
&&FY17 - Mitigation (17%)
&&FY17 - Adaptation (79%)
&&FY17 - Watershed Management (100%)
&&FY17 - Water Institutions, Policies and Reform (100%)"
P170113,Kosovo DPF,Richard Record (ADM);Blerta Qerimi,"Macroeconomics, Trade and Investment",ECA,Kosovo,2022,PE,Actual,"&&Public Admin (11%)
&&Info & Communication (26%)
&&Energy & Extractives (15%)
&&Social Protection (11%)
&&Water/Sanit/Waste (15%)
&&Industry & Trade/Ser (22%)","&&Central Government (11%)
&&ICT Services (26%)
&&Oth Energy&Extrative (15%)
&&Social Protection (11%)
&&Waste Management (15%)
&&Agricultural markets (11%)
&&Other Industry,Trade (11%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (14%)
&&FY17 - Business Enabling Environment (29%)
&&FY17 - Enterprise Development (14%)
&&FY17 - ICT (14%)
&&FY17 - Public Finance Management (14%)
&&FY17 - Public Administration (29%)
&&FY17 - Social Protection (14%)
&&FY17 - Gender (14%)
&&FY17 - Urban Development (14%)
&&FY17 - Disaster Risk Management (4%)
&&FY17 - Climate change (25%)
&&FY17 - Environmental policies and institutions (14%)
&&FY17 - Energy (14%)","&&FY17 - Debt Policy (14%)
&&FY17 - Investment and Business Climate (29%)
&&FY17 - Regulation and Competition Policy (29%)
&&FY17 - Entrepreneurship (14%)
&&FY17 - ICT Solutions (14%)
&&FY17 - Debt Management (14%)
&&FY17 - Transparency, Accountability and Good Governance (14%)
&&FY17 - E-Government, incl. e-services (14%)
&&FY17 - Social Insurance and Pensions (14%)
&&FY17 - Flood and Drought Risk Management (4%)
&&FY17 - Mitigation (25%)
&&FY17 - Energy Policies & Reform (14%)"
P171098,Kosovo Social Assistance Reform Project,Pascale Schnitzer (ADM);Louise Monchuk;Mrike Aliu,Social Protection & Jobs,ECA,Kosovo,2022,PE,Actual,&&Social Protection (100%),"&&Social Protection (99%)
&&PA Social Proctectn (1%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (8%)
&&FY17 - Financial Infrastructure and Access (8%)
&&FY17 - Social Inclusion (33%)
&&FY17 - Social Protection (100%)
&&FY17 - Gender (7%)
&&FY17 - Disease Control (29%)
&&FY17 - Labor Market Policy and Programs (7%)
&&FY17 - Climate change (3%)","&&FY17 - ICT Solutions (8%)
&&FY17 - Payment & markets infrastructure (8%)
&&FY17 - Participation and Civic Engagement (33%)
&&FY17 - Social Safety Nets (100%)
&&FY17 - Social Insurance and Pensions (37%)
&&FY17 - Social protection delivery systems (8%)
&&FY17 - Pandemic Response (29%)
&&FY17 - Active Labor Market Programs (7%)
&&FY17 - Adaptation (3%)"
P173819,KOSOVO EMERGENCY COVID-19 PROJECT,Mrike Aliu (ADM);Ha Nguyen;Sarah Coll-Black,"Health, Nutrition & Population",ECA,Kosovo,2020,PE,Actual,"&&Health (37%)
&&Social Protection (63%)","&&PA Health (2%)
&&Health (18%)
&&Health Facilit&Cons (17%)
&&Social Protection (63%)","&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - Social Protection (65%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (37%)","&&FY17 - Social Safety Nets (65%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (37%)
&&FY17 - Health Service Delivery (34%)"
P174452,Kosovo Pandemic Emergency Financing RETF,Lorena Kostallari (ADM),"Health, Nutrition & Population",ECA,Kosovo,2021,RE,Actual,&&Health (100%),"&&Health (50%)
&&Health Facilit&Cons (50%)",&&FY17 - Human Development and Gender,"&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)
&&FY17 - Health Service Delivery (100%)
&&FY17 - Health Finance (100%)"
P178162,E-Government Services,Ana Bellver Vazquez-Dodero (ADM);Shomikho Raha,Governance,ECA,Kosovo,2023,PE,Actual,"&&Public Admin (33%)
&&Info & Communication (67%)","&&Central Government (33%)
&&PA Info Commu Tech (17%)
&&ICT Infrastructure (16%)
&&ICT Services (34%)","&&FY17 - Urban and Rural Development
&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management
&&FY17 - Private Sector Development
&&FY17 - Human Development and Gender","&&FY17 - Public Administration (100%)
&&FY17 - Gender (51%)
&&FY17 - ICT (100%)
&&FY17 - Climate change (5%)
&&FY17 - Disaster Risk Management (66%)","&&FY17 - Adaptation (5%)
&&FY17 - Disaster Response and Recovery (66%)
&&FY17 - Transparency, Accountability and Good Governance (100%)
&&FY17 - E-Government, incl. e-services (100%)
&&FY17 - Civil Registration and Identification (51%)
&&FY17 - ICT Solutions (100%)
&&FY17 - ICT Policies (100%)"
P179084,Kosovo Green Action,Murat Onur (ADM),Social Sustainability and Inclusion,ECA,Kosovo,2023,RE,Actual,&&Public Admin (100%),&&Other Public Adminis (100%),"&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Environment and Natural Resource Management","&&FY17 - Economic Growth and Planning (100%)
&&FY17 - ICT (69%)
&&FY17 - Social Inclusion (100%)
&&FY17 - Climate change (100%)
&&FY17 - Environmental policies and institutions (69%)","&&FY17 - Green Growth (100%)
&&FY17 - ICT Solutions (69%)
&&FY17 - Other Excluded Groups (45%)
&&FY17 - Participation and Civic Engagement (100%)
&&FY17 - Mitigation (50%)
&&FY17 - Adaptation (50%)"
P179554,PIAKOS,Paul Prettitore (ADM);Caleb Johnson,"Urban, Resilience and Land",ECA,Kosovo,2024,RE,Actual,&&Public Admin (100%),&&Central Government (100%),"&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Social Inclusion (88%)
&&FY17 - Gender (73%)
&&FY17 - Urban Development (100%)
&&FY17 - Rural Development (88%)
&&FY17 - Climate change (73%)","&&FY17 - Indigenous People and Ethnic Minorities (88%)
&&FY17 - Participation and Civic Engagement (73%)
&&FY17 - Urban Infrastructure and Service Delivery (100%)
&&FY17 - Land Administration and Management (88%)
&&FY17 - Land Policy and Tenure (88%)
&&FY17 - Mitigation (36%)
&&FY17 - Adaptation (36%)"
