Project_Id2,Project_Legal_Name2,Project__2,Region_Code2,Country_Name2,Practice_Group_Code2,Responsible_VPU2,Responsible_Department2,Global_Practice_Name2,Contributing_GP_Global_Themes2,Staff_Full_Name2,Team_Leaders2,Requesting_Unit2,Responsible_Unit2,FY_Number2,Fiscal_Quarter_Name2,Project_Probability_Code_,Approval_Authority_Flag2,Board_Schedule_Status2,Project_Decision_Meeting_Type_Name_,Project_Full_Board_Discussion_Flag_,Product_Line_Code2,Lendng_Instrument_Instrument_Type_Name_,P4R_With_IPF_Indicator2,Processing_Track_Indicator2,MPA2,Additional_Financing_Flag2,FCC_Indicator2,Emergency_Flag2,Emergency_Response2,Parent_Project_Id2,Environment_Assessment_Code2,Frame_Work2,ESRC__from_ESMS_2,Environmental_Risk_Name2,Project_Environment_Social_Risk_Name_,Project_Overall_Risk_,Project_Volcker_Trigger_Indicator_,Project_Last_Stage_Reached_,Total_Commitment1,IBRD_Total_Commitment1,IDA_Total_Commitment1,Others_Total_Commitment1,PE_Cofinance1,AIS_Sign_Off_Date2,Concept_Review_Date2,Concept_Review_Status2,Disclosure_Of_Concept_PID_Date2,Concept_ESRS_Date2,Quality_Enhancement_Review_Date2,Project_Milestone_Decision_Review_Date_,Decision_Review_Status2,Disclosure_Of_Appraisal_PID_Date2,Appraisal_ESRS_Date2,Begin_Appraisal_Date2,Begin_Appraisal_Status2,Authorize_Negotiations_Date2,Authorize_Negotiations_Status2,SECPO_Date2,SECPO_Status2,Project_Milestone_Approval_Date_,Approval_Status2,FY_Exp__BB___TF1,Cum__Exp__BB___TF1,DDO2,CATASTROPHE_DDO_FLAG2,IPF_Fragile_State_Indicator2,IPF_Fragile_With_Non_Fragile_Country_Indicator2,FCC_Small_States_Indicator2,FCC_Post_Conflict_Indicator2,FCC_Disaster_Indicator2,Financial_Intermediaries2,Performance_Based_Conditions2,Contingent_Emergency_Response_Component2,Alternative_Procurement_Arrangement2,Series_of_Projects__SOP_2,Textbox171,Textbox7,Textbox81,Textbox83,Textbox85,Textbox87,Textbox89,Textbox127,Textbox129
P171339,Uganda: Roads and Bridges in the Refugee Hosting Districts/Koboko-Yumbe-Moyo Road Corridor Project,1,AFE,Uganda,GGIVP,AFEVP,IAEDR,Transport,,"Weitz, Almud",Ivan Mwondha (ADM);Aguiratou Savadogo-Tinto,AECE2,IAET1,2021,Q1,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,,ESF,High,High,High,H,,Bank Approved,$130.80M,$0.00M,$130.80M,$0.00M,$0.00M,07-Jun-2019,14-Nov-2019,A,13-Nov-2019,31-Jan-2020,24-Mar-2020,30-Jun-2020,A,20-Jul-2020,10-Sep-2020,21-Jul-2020,A,28-Jul-2020,A,,,10-Sep-2020,A,$139.20K,"$1,555.08K",N,,,Yes,,,Yes,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180722,Public Finance Management and Procurement Systems for Service Delivery Program,1,AFE,Tanzania,GGEVP,AFEVP,EAEDR,Governance,,"Vargas Madrigal, Manuel Antonio",Paul Welton (ADM);Tanvir Hossain;Benjamin Mtesigwa,AECE1,EAEG1,2024,Q3,A,BOA,Board Approved,Decision Meeting,,PE,PforR,N,N/A,N,N,N,N,,,,N/A,,,,M,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,01-Feb-2023,25-Sep-2023,A,04-Oct-2023,10-Oct-2023,07-Dec-2023,11-Jan-2024,A,19-Jan-2024,,22-Jan-2024,A,30-Jan-2024,A,29-Feb-2024,A,21-Mar-2024,A,$86.74K,$316.14K,N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P170035,"Agriculture Governance, Growth and Resilience Investment Project",1,ECA,Moldova,GGSVP,ECAVP,SCADR,Agriculture and Food,Water,"Kray, Holger A.",Anatol Gobjila (ADM),ECCEE,SCAAG,2023,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Substantial,Substantial,Substantial,M,,Bank Approved,$55.00M,$55.00M,$0.00M,$0.00M,$0.00M,17-Dec-2018,16-Jun-2022,A,23-Jun-2022,22-Jul-2022,20-Jan-2023,16-Mar-2023,A,29-Mar-2023,31-May-2023,28-Mar-2023,A,10-Apr-2023,A,08-May-2023,A,31-May-2023,A,$82.57K,$577.10K,N,,,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176995,Additional Financing For Lilongwe Water and Sanitation Project,0,AFE,Malawi,GGSVP,AFEVP,SAEDR,Water,"Urban, Resilience and Land","Ghesquiere, Francis",Odete Muximpua (ADM);David Mason,AECE1,SAEW3,2022,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,N,,P163794,B,Safeguards,,,,,,Bank Approved,$45.00M,$0.00M,$45.00M,$0.00M,$0.00M,14-Jun-2021,,,,,,01-Oct-2021,A,15-Oct-2021,09-Dec-2021,15-Oct-2021,A,22-Oct-2021,A,15-Nov-2021,A,09-Dec-2021,A,$3.05K,$81.02K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171997,"Liberia Investment, Finance and Trade Project",1,AFW,Liberia,GGEVP,AFWVP,EAWDR,"Finance, Competitiveness and Innovation","Digital Development Environment, Natural Resources & the Blue Economy Jobs Macroeconomics, Trade and Investment","Safavian, Mehnaz S.",Alari Mahdi (ADM);Neema Mwingu,AWCW1,EAWF2,2022,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$40.00M,$0.00M,$40.00M,$0.00M,$0.00M,04-May-2020,24-Feb-2021,A,25-Feb-2021,05-Apr-2021,07-Oct-2021,23-Nov-2021,A,06-Jan-2022,09-Feb-2022,08-Dec-2021,R,04-Jan-2022,A,20-Jan-2022,A,09-Feb-2022,A,$182.82K,"$1,914.20K",N,,,,,,,Yes,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176989,China Plastic Waste Reduction Project (Shaanxi),1,EAP,China,GGSVP,EAPVP,SEADR,"Environment, Natural Resources & the Blue Economy","Urban, Resilience and Land","Crepin, Christophe",Jian Xie (ADM);Guangming Yan,EACMK,SEAE1,2023,Q3,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,High,Substantial,High,S,,Bank Approved,$250.00M,$250.00M,$0.00M,$0.00M,$0.00M,24-May-2021,15-Dec-2021,A,30-May-2022,26-May-2022,13-Sep-2022,03-Nov-2022,A,30-Nov-2022,23-Mar-2023,14-Nov-2022,A,05-Jan-2023,A,02-Mar-2023,A,23-Mar-2023,A,$131.56K,"$1,310.34K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P180619,Serbia Noncommunicable Diseases Prevention and Control Project,1,ECA,Serbia,GGHVP,ECAVP,HECDR,"Health, Nutrition & Population",,"Menon, Rekha",Shuo Zhang (ADM);Predrag Djukic,ECCWB,HECHN,2024,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$75.00M,$75.00M,$0.00M,$0.00M,$0.00M,19-Jan-2023,06-Apr-2023,A,12-Apr-2023,06-Apr-2023,,25-Jul-2023,A,07-Sep-2023,06-Sep-2023,12-Sep-2023,A,04-Oct-2023,A,08-Oct-2023,A,27-Oct-2023,A,$74.85K,$362.55K,N,,,,,,No,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175206,Fiji Social Protection COVID-19 Response and System Development Project,1,EAP,Fiji,GGHVP,EAPVP,HEADR,Social Protection & Jobs,,"Salazar Ferro, Manuel Antonio",Yuliya Smolyar (ADM),EAPCF,HEASP,2021,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,Y,Y,COVID-19 (Pillar 2: Protecting Poor/Vulnerable),,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,05-Sep-2020,,,,,13-Oct-2020,11-Nov-2020,A,03-Dec-2020,09-Feb-2021,02-Dec-2020,A,15-Dec-2020,A,27-Jan-2021,A,09-Feb-2021,A,$194.20K,"$1,419.37K",N,,,,Yes,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P181385,South Sudan Health Sector Transformation Project (HSTP),1,AFE,South Sudan,GGHVP,AFEVP,HAEDR,"Health, Nutrition & Population",,"Massiah, Ernest E.",Amr Elshalakani (ADM);Abeyah Al-Omair,AECE3,HAEH1,2024,Q2,C,BOA,Draft,Decision Meeting,,PE,IPF,N/A,2,N,N,Y,N,Financing not related to a Response Type,,,ESF,High,Substantial,High,H,,Bank Approved,$117.00M,$0.00M,$117.00M,$0.00M,$0.00M,26-Jul-2023,,,,11-Sep-2023,28-Sep-2023,14-Nov-2023,A,15-Nov-2023,24-Nov-2023,24-Nov-2023,A,25-Nov-2023,A,07-Dec-2023,A,20-Dec-2023,A,$298.15K,$595.44K,N,,Yes,,,Yes,Yes,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178320,Costa Rica COVID-19 Vaccines Project,1,LCR,Costa Rica,GGHVP,LCRVP,HLCDR,"Health, Nutrition & Population",,"Dmytraczenko, Tania",Laura Di Giorgio (ADM),LCC2C,HLCHN,2022,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,Y,N,N,Y,"COVID-19 (Pillar 1: Saving Lives - Vaccine Purchase), Financing not related to a Response Type",,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$120.00M,$120.00M,$0.00M,$0.00M,$0.00M,30-Nov-2021,25-Jan-2022,A,15-Feb-2022,23-Feb-2022,,04-Mar-2022,A,30-Mar-2022,11-Jun-2022,30-Mar-2022,A,19-Apr-2022,A,19-May-2022,A,10-Jun-2022,A,,$237.39K,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177618,Central African Republic COVID-19 Preparedness & Response Additional Financing,1,AFW,Central African Republic,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Hasan, Rifat Afifa",Mahoko Kamatsuchi (ADM),AWCC1,HAWH3,2022,Q3,A,RVP,Draft,Regional Operations,,PE,IPF,N/A,N/A,Y,Y,,Y,,P173832,,ESF,,,,,,Bank Approved,$25.50M,$0.00M,$25.50M,$0.00M,$0.00M,16-Aug-2021,,,,,,08-Dec-2021,A,18-Jan-2022,23-Feb-2022,11-Jan-2022,A,28-Jan-2022,A,25-Feb-2022,A,25-Feb-2022,A,,$108.76K,N,,Yes,,,Yes,Yes,No,,Yes,Yes,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P171269,Plastic free Rivers and Seas for South Asia,1,SAR,South Asia,GGSVP,SARVP,SSADR,"Environment, Natural Resources & the Blue Economy","Finance, Competitiveness and Innovation Social Sustainability and Inclusion Urban, Resilience and Land Water","Glauber, Ann Jeannette",Joseph Akpokodje (ADM);Siddharth Merchant,SACNP,SSAE1,2020,Q4,A,BOA,Board Approved,RVP Chaired Review,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$37.00M,$0.00M,$37.00M,$0.00M,$0.00M,05-Aug-2019,13-Dec-2019,A,12-Dec-2019,11-Dec-2019,13-Feb-2020,19-Mar-2020,A,30-Mar-2020,30-May-2020,31-Mar-2020,A,23-Apr-2020,A,,,29-May-2020,A,$321.22K,"$4,169.09K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173881,Panama COVID-19 Emergency Response,1,LCR,Panama,GGHVP,LCRVP,HLCDR,"Health, Nutrition & Population",,"Dmytraczenko, Tania",Federica Secci (ADM);Gianluca Cafagna,LCC2C,HLCHN,2020,Q4,A,RVP,CD Approved,Regional Operations,,PE,IPF,N/A,2,Y,N,N,Y,"Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 1: Saving Lives - Vaccine Purchase)",,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$20.00M,$20.00M,$0.00M,$0.00M,$0.00M,24-Mar-2020,22-Apr-2020,A,,,15-Apr-2020,22-Apr-2020,A,04-May-2020,11-Jun-2020,23-Apr-2020,R,01-May-2020,A,,,11-Jun-2020,A,$61.55K,$821.69K,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P172499,Jamuna River Sustainable Management Project 1,1,SAR,Bangladesh,GGSVP,SARVP,SSADR,Water,"Finance, Competitiveness and Innovation Transport","Gulyani, Sumila",Joop Stoutjesdijk (ADM);Cheick Diallo;Sumati Rajput,SACBB,SSAW1,2024,Q1,A,BOA,Board Approved,Regional Operations,Y,PE,IPF,N/A,2,N,N,N,N,,,,ESF,High,High,High,S,,Bank Approved,$102.00M,$0.00M,$102.00M,$0.00M,$6.00M,15-Oct-2019,22-Oct-2020,A,28-Oct-2020,17-Nov-2020,10-Nov-2021,27-Apr-2023,A,11-May-2023,19-Sep-2023,11-May-2023,A,06-Jun-2023,A,23-Aug-2023,A,19-Sep-2023,A,$448.44K,"$5,459.97K",N,,,,,,,No,,Yes,No,Yes,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175263,Liberia: Rural Economic Transformation Project,1,AFW,Liberia,GGSVP,AFWVP,SAWDR,Agriculture and Food,"Climate Change Fragile, Conflict & Violence Transport","Lufafa, Abel",Kadir Gyasi (ADM);Adetunji Oredipe;Tojoarofenitra Ramanankirahina,AWCW1,SAWA1,2021,Q4,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,Financing not related to a Response Type,,,ESF,Substantial,Substantial,Substantial,M,,Bank Approved,$55.00M,$0.00M,$55.00M,$0.00M,$0.00M,08-Sep-2020,18-Dec-2020,A,18-Dec-2020,21-Jan-2021,09-Feb-2021,06-Apr-2021,A,02-May-2021,04-Jun-2021,29-Apr-2021,A,03-May-2021,A,13-May-2021,A,04-Jun-2021,A,$266.69K,"$1,294.21K",N,,Yes,,,Yes,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P175894,Seismic Resilience and Energy Efficiency in Public Buildings Project,1,ECA,Turkiye,GGIVP,ECAVP,IECDR,"Urban, Resilience and Land",Energy & Extractives,"Pusch, Christoph",Alanna Simpson (ADM);Aditya Lukas,ECCTR,IECUR,2021,Q4,A,BOA,Board Approved,,,PE,IPF,N/A,1,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$265.00M,$265.00M,$0.00M,$0.00M,$0.00M,10-Nov-2020,14-Dec-2020,A,14-Dec-2020,14-Dec-2020,,,,31-Mar-2021,09-Jun-2021,24-Mar-2021,A,11-Apr-2021,A,19-May-2021,A,09-Jun-2021,A,$99.26K,$720.06K,N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P176445,PFM for Service Delivery Program,1,AFW,Ghana,GGEVP,AFWVP,EAWDR,Governance,"Macroeconomics, Trade and Investment","Lane, Tracey M.",Raymond Muhula (ADM);Smile Kwawukume,AWCW1,EAWG2,2022,Q4,A,BOA,Board Approved,Decision Meeting,,PE,PforR,Y,N/A,N,N,N,Y,"COVID-19 (Pillar 4: Policies/Institutions), Financing not related to a Response Type",,,ESF,Moderate,Low,Moderate,S,,Bank Approved,$150.00M,$0.00M,$150.00M,$0.00M,$0.00M,02-Mar-2021,28-Oct-2021,A,30-Mar-2022,30-Mar-2022,14-Mar-2022,06-Apr-2022,A,11-Apr-2022,10-Jun-2022,19-Apr-2022,A,04-May-2022,A,19-May-2022,A,10-Jun-2022,A,$276.83K,"$1,178.86K",N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174885,Regional Off-Grid Electricity Access Project Additional Financing,0,AFW,Western and Central Africa,GGIVP,AFWVP,IAWDR,Energy & Extractives,"Finance, Competitiveness and Innovation","Gaba, Kwawu Mensan",Raihan Elahi (ADM);Jan Kappen,AFWRI,IAWE2,2021,Q3,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,N/A,N,Y,,Y,,P160708,F,Safeguards,,,,,,Bank Approved,$15.00M,$0.00M,$15.00M,$0.00M,$0.00M,21-Aug-2020,,,,,,19-Nov-2020,A,04-Jan-2021,11-Mar-2021,08-Dec-2020,A,13-Jan-2021,A,17-Feb-2021,A,11-Mar-2021,A,$2.48K,$40.15K,N,,Yes,,,Yes,,Yes,,No,No,Yes,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P165651,Sustainable Energy Scale-Up Project,1,ECA,Belarus,GGIVP,ECAVP,IECDR,Energy & Extractives,,"Gil, Stephanie",Irina Voitekhovitch (ADM),ECCEE,IECEE,2020,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,N,,,B,Safeguards,,,,S,,Bank Approved,$99.30M,$99.30M,$0.00M,$0.00M,$0.00M,31-Oct-2017,20-Feb-2018,A,22-Mar-2018,,23-Aug-2018,29-Oct-2018,A,03-Apr-2019,,26-Nov-2018,A,,,,,30-Oct-2019,A,$0.00K,"$1,361.46K",N,,,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173880,Togo COVID-19 Emergency Response and Systems Preparedness Strengthening Project,1,AFW,Togo,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Voahirana Rajoela (ADM);Fatoumata Barry,AWCF2,HAWH2,2020,Q4,A,RVP,Draft,,,PE,IPF,N/A,2,Y,N,N,Y,"COVID-19 (Pillar 1: Saving Lives - Vaccine Purchase), Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response), COVID-19 (Pillar 1: Saving Lives - Vaccine Deployment)",,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$8.10M,$0.00M,$8.10M,$0.00M,$0.00M,24-Mar-2020,02-Apr-2020,A,,,,08-Apr-2020,A,09-Apr-2020,16-Apr-2020,10-Mar-2020,R,13-Apr-2020,A,,,17-Apr-2020,A,$108.25K,"$1,030.92K",N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P500727,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,1,SAR,Bangladesh,GGHVP,SARVP,HSADR,Social Protection & Jobs,"Education Health, Nutrition & Population Social Sustainability and Inclusion","Mete, Cem",Shrayana Bhattacharya (ADM);Sabah Moyeen;Md. Hossain,SACBB,HSASP,2024,Q4,A,BOA,Board Approved,Decision Meeting,Y,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Moderate,Moderate,Moderate,S,,Bank Approved,$350.00M,$0.00M,$350.00M,$0.00M,$0.00M,11-Aug-2023,28-Sep-2023,A,11-Oct-2023,11-Oct-2023,,20-Feb-2024,A,13-Mar-2024,13-Mar-2024,17-Mar-2024,A,06-Apr-2024,A,08-May-2024,A,28-May-2024,A,$247.47K,$630.83K,N,,,,,,Yes,No,No,Yes,No,No,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177590,Green Agricultural and Rural Revitalization Program for Results - Phase I,1,EAP,China,GGSVP,EAPVP,SEADR,Agriculture and Food,"Environment, Natural Resources & the Blue Economy Governance Social Protection & Jobs Water","Eliste, Paavo",Ladisy Chengula (ADM);Wendao Cao,EACMK,SEAAG,2022,Q3,A,BOA,Board Approved,Regional Operations,,PE,PforR,N,N/A,N,N,N,N,,,,N/A,,,,S,,Bank Approved,$320.00M,$320.00M,$0.00M,$0.00M,$0.00M,19-Aug-2021,24-Sep-2021,A,29-Oct-2021,31-Mar-2022,24-Jan-2022,09-Feb-2022,A,22-Feb-2022,31-Mar-2022,14-Feb-2022,A,25-Feb-2022,A,10-Mar-2022,A,31-Mar-2022,A,$91.59K,"$1,102.96K",N,,,,,,,No,No,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177053,Emergency Lifeline Connectivity Project,1,MNA,"Yemen, Republic of",GGIVP,MNAVP,IMNDR,Transport,"Agriculture and Food Fragile, Conflict & Violence Jobs Poverty and Equity","Dajani, Ibrahim Khalil Zaki",Nobuhiko Daito (ADM);Jocelyne Jabbour;Abdulhakim Al-Aghbari,MNC03,IMNT1,2022,Q2,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,Y,N,,,,ESF,High,Substantial,High,H,,Bank Approved,$50.00M,$0.00M,$50.00M,$0.00M,$0.00M,14-Jul-2021,,,,,05-Oct-2021,12-Nov-2021,A,19-Nov-2021,22-Dec-2021,22-Nov-2021,A,25-Nov-2021,A,03-Dec-2021,A,21-Dec-2021,A,$206.89K,$990.76K,N,,Yes,,,Yes,Yes,No,,Yes,Yes,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P174637,Child Nutrition and Social Protection Project,1,EAP,Papua New Guinea,GGHVP,EAPVP,HEADR,Social Protection & Jobs,"Education Finance, Competitiveness and Innovation Health, Nutrition & Population","Salazar Ferro, Manuel Antonio",Ning Fu (ADM),EAPCF,HEASP,2022,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Substantial,Low,Substantial,S,,Bank Approved,$80.00M,$0.00M,$80.00M,$0.00M,$10.00M,30-Jun-2020,17-Dec-2020,A,20-Jan-2021,23-Jan-2021,09-Dec-2021,24-Jan-2022,A,06-Feb-2022,14-Jun-2022,25-Jan-2022,A,09-Mar-2022,A,23-May-2022,A,14-Jun-2022,A,$185.18K,"$1,561.09K",N,,Yes,,,,,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177956,Togo Second Additional Financing to the COVID-19 Emergency Response and Systems Preparedness Strengthening Project,1,AFW,Togo,GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Voahirana Rajoela (ADM);Mariam Hema,AWCF2,HAWH2,2022,Q2,A,RVP,Draft,Decision Meeting,,PE,IPF,N/A,N/A,Y,Y,,Y,,P173880,,ESF,,,,,,Bank Approved,$25.00M,$0.00M,$25.00M,$0.00M,$0.00M,08-Oct-2021,,,,,,18-Nov-2021,A,25-Nov-2021,21-Dec-2021,24-Nov-2021,R,03-Dec-2021,A,22-Dec-2021,A,21-Dec-2021,A,,$4.82K,N,,,,,,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P178946,Public Expenditures for Administrative Capacity Endurance (PEACE) in Ukraine,1,ECA,Ukraine,GGEVP,ECAVP,EECDR,Governance,"Macroeconomics, Trade and Investment","Fozzard, Adrian",Klaus Decker (ADM);Iryna Shcherbyna-Taferner;Izzah Malik,ECCEE,EECG1,2022,Q4,C,BOA,Draft,Bank-wide Operations,Y,PE,IPF,N/A,2,N,N,Y,N,Financing not related to a Response Type,,,ESF,Moderate,Moderate,Moderate,H,,Bank Approved,"$1,492.00M",$492.00M,"$1,000.00M",$0.00M,$0.00M,01-Apr-2022,,,,,,15-Apr-2022,A,02-May-2022,07-Jun-2022,18-Apr-2022,A,28-Apr-2022,A,23-May-2022,A,07-Jun-2022,A,$789.87K,"$2,547.53K",N,,Yes,,,Yes,Yes,No,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P177533,"Chile Green Hydrogen Facility to Support a Green, Resilient and Inclusive Economic Development",1,LCR,Chile,GGIVP,LCRVP,ILCDR,Energy & Extractives,,"Elizondo Azuela, Gabriela",Janina Franco Salazar (ADM),LCC6C,ILCE1,2023,Q4,A,BOA,Board Approved,Regional Operations,,PE,IPF,N/A,2,N,N,N,N,,,,ESF,Substantial,Substantial,Substantial,S,,Bank Approved,$150.00M,$150.00M,$0.00M,$0.00M,$0.00M,16-Aug-2021,09-Dec-2021,A,24-Dec-2021,10-Mar-2022,,26-Jan-2023,A,27-Apr-2023,28-Jun-2023,28-Apr-2023,A,07-May-2023,A,30-May-2023,A,28-Jun-2023,A,$398.62K,"$2,048.52K",N,,,,,,,Yes,,No,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
P173287,The Gambia Essential Health Services Strengthening Project,1,AFW,"Gambia, The",GGHVP,AFWVP,HAWDR,"Health, Nutrition & Population",,"Zine Eddine El Idrissi, My Driss",Teegwende Porgo (ADM),AWCF1,HAWH2,2021,Q2,A,BOA,Board Approved,Decision Meeting,,PE,IPF,N/A,2,N,N,N,Y,"Financing not related to a Response Type, COVID-19 (Pillar 1: Saving Lives - General Health Response)",,,ESF,Moderate,Moderate,Moderate,M,,Bank Approved,$30.00M,$0.00M,$30.00M,$0.00M,$0.00M,08-Jan-2020,18-Apr-2020,A,18-Apr-2020,20-Apr-2020,18-Jun-2020,02-Jul-2020,A,11-Aug-2020,09-Oct-2020,11-Aug-2020,A,21-Aug-2020,A,,,09-Oct-2020,A,$83.69K,$947.11K,N,,Yes,,,,,No,,Yes,No,,,"2,151","$350,672.71M","$168,036.72M","$169,660.55M","$12,975.44M","$8,304.47M","$290,563.17K","$2,120,342.96K"
